835.100000000,-0.000392306,-0.000110456
835.105480548,-0.000357064,-0.000131069
835.110961096,-0.000321823,-0.000151682
835.116441644,-0.000286581,-0.000172295
835.121922192,-0.000251340,-0.000192908
835.127402740,-0.000216098,-0.000213521
835.132883288,-0.000180857,-0.000234134
835.138363836,-0.000145615,-0.000254747
835.143844384,-0.000110374,-0.000275361
835.149324932,-0.000075132,-0.000295974
835.154805481,-0.000039891,-0.000316587
835.160286029,-0.000004649,-0.000337200
835.165766577,0.000030592,-0.000357813
835.171247125,0.000065834,-0.000378426
835.176727673,0.000101075,-0.000399039
835.182208221,0.000136317,-0.000419652
835.187688769,0.000171558,-0.000440265
835.193169317,0.000206800,-0.000460878
835.198649865,0.000242041,-0.000481491
835.204130413,0.000252518,-0.000464676
835.209610961,0.000254802,-0.000435480
835.215091509,0.000257086,-0.000406284
835.220572057,0.000259370,-0.000377088
835.226052605,0.000261655,-0.000347891
835.231533153,0.000263939,-0.000318695
835.237013701,0.000266223,-0.000289499
835.242494249,0.000268507,-0.000260303
835.247974797,0.000270791,-0.000231106
835.253455346,0.000273075,-0.000201910
835.258935894,0.000275359,-0.000172714
835.264416442,0.000277643,-0.000143517
835.269896990,0.000279927,-0.000114321
835.275377538,0.000282211,-0.000085125
835.280858086,0.000284495,-0.000055928
835.286338634,0.000286779,-0.000026732
835.291819182,0.000289064,0.000002464
835.297299730,0.000291348,0.000031661
835.302780278,0.000288290,0.000049425
835.308260826,0.000280091,0.000056186
835.313741374,0.000271891,0.000062947
835.319221922,0.000263692,0.000069708
835.324702470,0.000255492,0.000076468
835.330183018,0.000247293,0.000083229
835.335663566,0.000239093,0.000089990
835.341144114,0.000230894,0.000096751
835.346624662,0.000222694,0.000103512
835.352105211,0.000214495,0.000110272
835.357585759,0.000206295,0.000117033
835.363066307,0.000198096,0.000123794
835.368546855,0.000189896,0.000130555
835.374027403,0.000181696,0.000137316
835.379507951,0.000173497,0.000144076
835.384988499,0.000165297,0.000150837
835.390469047,0.000157098,0.000157598
835.395949595,0.000148898,0.000164359
835.401430143,0.000138526,0.000165836
835.406910691,0.000121853,0.000151998
835.412391239,0.000105181,0.000138160
835.417871787,0.000088509,0.000124322
835.423352335,0.000071837,0.000110484
835.428832883,0.000055165,0.000096646
835.434313431,0.000038493,0.000082808
835.439793979,0.000021820,0.000068970
835.445274527,0.000005148,0.000055132
835.450755076,-0.000011524,0.000041294
835.456235624,-0.000028196,0.000027456
835.461716172,-0.000044868,0.000013618
835.467196720,-0.000061541,-0.000000220
835.472677268,-0.000078213,-0.000014058
835.478157816,-0.000094885,-0.000027896
835.483638364,-0.000111557,-0.000041734
835.489118912,-0.000128229,-0.000055572
835.494599460,-0.000144902,-0.000069410
835.500080008,-0.000161229,-0.000082654
835.505560556,-0.000154295,-0.000055827
835.511041104,-0.000147361,-0.000028999
835.516521652,-0.000140427,-0.000002171
835.522002200,-0.000133493,0.000024657
835.527482748,-0.000126559,0.000051484
835.532963296,-0.000119625,0.000078312
835.538443844,-0.000112690,0.000105140
835.543924392,-0.000105756,0.000131968
835.549404940,-0.000098822,0.000158795
835.554885489,-0.000091888,0.000185623
835.560366037,-0.000084954,0.000212451
835.565846585,-0.000078020,0.000239279
835.571327133,-0.000071086,0.000266106
835.576807681,-0.000064152,0.000292934
835.582288229,-0.000057218,0.000319762
835.587768777,-0.000050284,0.000346590
835.593249325,-0.000043349,0.000373418
835.598729873,-0.000036415,0.000400245
835.604210421,-0.000031380,0.000379738
835.609690969,-0.000026904,0.000345307
835.615171517,-0.000022427,0.000310876
835.620652065,-0.000017950,0.000276445
835.626132613,-0.000013474,0.000242014
835.631613161,-0.000008997,0.000207582
835.637093709,-0.000004521,0.000173151
835.642574257,-0.000000044,0.000138720
835.648054805,0.000004432,0.000104289
835.653535354,0.000008909,0.000069858
835.659015902,0.000013386,0.000035427
835.664496450,0.000017862,0.000000996
835.669976998,0.000022339,-0.000033436
835.675457546,0.000026815,-0.000067867
835.680938094,0.000031292,-0.000102298
835.686418642,0.000035768,-0.000136729
835.691899190,0.000040245,-0.000171160
835.697379738,0.000044722,-0.000205591
835.702860286,0.000052495,-0.000221294
835.708340834,0.000063315,-0.000219687
835.713821382,0.000074136,-0.000218079
835.719301930,0.000084956,-0.000216471
835.724782478,0.000095776,-0.000214864
835.730263026,0.000106597,-0.000213256
835.735743574,0.000117417,-0.000211648
835.741224122,0.000128237,-0.000210041
835.746704670,0.000139057,-0.000208433
835.752185219,0.000149878,-0.000206825
835.757665767,0.000160698,-0.000205217
835.763146315,0.000171518,-0.000203610
835.768626863,0.000182339,-0.000202002
835.774107411,0.000193159,-0.000200394
835.779587959,0.000203979,-0.000198787
835.785068507,0.000214800,-0.000197179
835.790549055,0.000225620,-0.000195571
835.796029603,0.000236440,-0.000193964
835.801510151,0.000242053,-0.000188254
835.806990699,0.000234125,-0.000171880
835.812471247,0.000226197,-0.000155506
835.817951795,0.000218270,-0.000139132
835.823432343,0.000210342,-0.000122758
835.828912891,0.000202414,-0.000106384
835.834393439,0.000194486,-0.000090010
835.839873987,0.000186558,-0.000073636
835.845354535,0.000178631,-0.000057262
835.850835084,0.000170703,-0.000040888
835.856315632,0.000162775,-0.000024513
835.861796180,0.000154847,-0.000008139
835.867276728,0.000146919,0.000008235
835.872757276,0.000138991,0.000024609
835.878237824,0.000131064,0.000040983
835.883718372,0.000123136,0.000057357
835.889198920,0.000115208,0.000073731
835.894679468,0.000107280,0.000090106
835.900160016,0.000099327,0.000106754
835.905640564,0.000090396,0.000134230
835.911121112,0.000081465,0.000161706
835.916601660,0.000072534,0.000189182
835.922082208,0.000063603,0.000216659
835.927562756,0.000054672,0.000244135
835.933043304,0.000045741,0.000271611
835.938523852,0.000036810,0.000299087
835.944004400,0.000027879,0.000326563
835.949484948,0.000018948,0.000354039
835.954965497,0.000010017,0.000381515
835.960446045,0.000001086,0.000408991
835.965926593,-0.000007845,0.000436467
835.971407141,-0.000016776,0.000463943
835.976887689,-0.000025707,0.000491419
835.982368237,-0.000034638,0.000518895
835.987848785,-0.000043569,0.000546372
835.993329333,-0.000052500,0.000573848
835.998809881,-0.000061431,0.000601324
836.004290429,-0.000051569,0.000594559
836.009770977,-0.000036494,0.000578295
836.015251525,-0.000021420,0.000562032
836.020732073,-0.000006345,0.000545769
836.026212621,0.000008730,0.000529505
836.031693169,0.000023804,0.000513242
836.037173717,0.000038879,0.000496979
836.042654265,0.000053954,0.000480715
836.048134813,0.000069028,0.000464452
836.053615362,0.000084103,0.000448189
836.059095910,0.000099178,0.000431925
836.064576458,0.000114252,0.000415662
836.070057006,0.000129327,0.000399398
836.075537554,0.000144402,0.000383135
836.081018102,0.000159477,0.000366872
836.086498650,0.000174551,0.000350608
836.091979198,0.000189626,0.000334345
836.097459746,0.000204701,0.000318082
